"version","version_season","season_name","season","full_name","castaway_id","castaway","age","city","state","personality_type","episode","day","order","result","jury_status","original_tribe"
"US","US20","Survivor: Heroes vs. Villains",20,"Benjamin Wade","US0277","Coach",38,"Susanville","California","ENFJ",8,21,9,"9th voted out","1st jury member","Villains"
"US","US20","Survivor: Heroes vs. Villains",20,"Rob Mariano","US0055","Boston Rob",33,"Pensacola","Florida","ESTJ",7,18,8,"8th voted out",NA,"Villains"
"US","US20","Survivor: Heroes vs. Villains",20,"James Clement","US0231","James",32,"Lafayette","Louisiana","ISTP",6,15,7,"7th voted out",NA,"Heroes"
"US","US20","Survivor: Heroes vs. Villains",20,"Tyson Apostol","US0274","Tyson",30,"Heber City","Utah","ESTP",6,15,6,"6th voted out",NA,"Villains"
"US","US20","Survivor: Heroes vs. Villains",20,"Tom Westman","US0150","Tom",45,"New York City","New York","ESTJ",5,14,5,"5th voted out",NA,"Heroes"
"US","US20","Survivor: Heroes vs. Villains",20,"Cirie Fields","US0179","Cirie",39,"Norwalk","Connecticut","ENFJ",4,11,4,"4th voted out",NA,"Heroes"
"US","US20","Survivor: Heroes vs. Villains",20,"Randy Bailey","US0258","Randy",50,"Austin","Texas","INTJ",3,8,3,"3rd voted out",NA,"Villains"
"US","US20","Survivor: Heroes vs. Villains",20,"Stephenie LaGrossa","US0144","Stephenie",29,"Philadelphia","Pennsylvania","ESTJ",2,6,2,"2nd voted out",NA,"Heroes"
"US","US20","Survivor: Heroes vs. Villains",20,"Jessica Kiper","US0263","Sugar",30,"Los Angeles","California","ENFP",1,3,1,"1st voted out",NA,"Heroes"
"US","US21","Survivor: Nicaragua",21,"Jud Birza","US0321","Fabio",21,"Venice","California","ESFP",16,39,20,"Sole Survivor",NA,"La Flor"
"US","US21","Survivor: Nicaragua",21,"Chase Rice","US0320","Chase",24,"Fairview","North Carolina","ISFP",16,39,19,"Runner-up",NA,"La Flor"
"US","US21","Survivor: Nicaragua",21,"Matthew Lenahan","US0319","Sash",30,"New York City","New York","ENTJ",16,39,18,"2nd runner-up",NA,"La Flor"
"US","US21","Survivor: Nicaragua",21,"Holly Hoffman","US0318","Holly",44,"Eureka","South Dakota","ENFJ",15,38,17,"15th voted out","9th jury member","Espada"
"US","US21","Survivor: Nicaragua",21,"Dan Lembo","US0317","Dan",63,"Water Mill","New York","ISTP",15,37,16,"14th voted out","8th jury member","Espada"
"US","US21","Survivor: Nicaragua",21,"Jane Bright","US0316","Jane",56,"Jackson Springs","North Carolina","ISTP",14,36,15,"13th voted out","7th jury member","Espada"
"US","US21","Survivor: Nicaragua",21,"Ben Henry","US0315","Benry",24,"Los Angeles","California","ESTP",13,32,14,"12th voted out","6th jury member","La Flor"
"US","US21","Survivor: Nicaragua",21,"Kelly Shinn","US0314","Purple Kelly",20,"Mesa","Arizona","ENFP",12,28,13,"Quit","5th jury member","La Flor"
"US","US21","Survivor: Nicaragua",21,"NaOnka Mixon","US0313","NaOnka",27,"Los Angeles","California","ESTP",11,28,12,"Quit","4th jury member","La Flor"
"US","US21","Survivor: Nicaragua",21,"Brenda Lowe","US0312","Brenda",27,"Miami","Florida","INTJ",10,27,11,"11th voted out","3rd jury member","La Flor"
"US","US21","Survivor: Nicaragua",21,"Marty Piombo","US0311","Marty",48,"Mill Valley","California","ENTJ",9,24,10,"10th voted out","2nd jury member","Espada"
"US","US21","Survivor: Nicaragua",21,"Alina Wilson","US0310","Alina",23,"Downey","California","INFP",8,22,9,"9th voted out","1st jury member","La Flor"
"US","US21","Survivor: Nicaragua",21,"Jill Behm","US0309","Jill",43,"Erie","Pennsylvania","ISTJ",7,18,8,"8th voted out",NA,"Espada"
"US","US21","Survivor: Nicaragua",21,"Yve Rojas","US0308","Yve",41,"Kansas City","Missouri","ISFJ",6,15,7,"7th voted out",NA,"Espada"
"US","US21","Survivor: Nicaragua",21,"Kelly Bruno","US0307","Kelly B.",26,"Durham","North Carolina","ISFP",6,15,6,"6th voted out",NA,"La Flor"
"US","US21","Survivor: Nicaragua",21,"Tyrone Davis","US0306","Tyrone",42,"Inglewood","California","ESTJ",5,14,5,"5th voted out",NA,"Espada"
"US","US21","Survivor: Nicaragua",21,"James Tarantino","US0305","Jimmy T.",48,"Gloucester","Massachusetts","ESTP",4,11,4,"4th voted out",NA,"Espada"
"US","US21","Survivor: Nicaragua",21,"Jimmy Johnson","US0304","Jimmy J.",67,"Islamorada","Florida","ESFJ",3,8,3,"3rd voted out",NA,"Espada"
"US","US21","Survivor: Nicaragua",21,"Shannon Elkins","US0303","Shannon",30,"Lafayette","Louisiana","ESTJ",2,6,2,"2nd voted out",NA,"La Flor"
"US","US21","Survivor: Nicaragua",21,"Wendy-Jo DeSmidt-Kohlhoff","US0302","Wendy",48,"Fromberg","Montana","ISFP",1,3,1,"1st voted out",NA,"Espada"
"US","US22","Survivor: Redemption Island",22,"Rob Mariano","US0055","Boston Rob",34,"Pensacola","Florida","ESTJ",15,39,20,"Sole Survivor",NA,"Ometepe"
"US","US22","Survivor: Redemption Island",22,"Phillip Sheppard","US0337","Phillip",52,"Santa Monica","California","ESTJ",15,39,19,"Runner-up",NA,"Ometepe"
"US","US22","Survivor: Redemption Island",22,"Natalie Tenerelli","US0336","Natalie",19,"Acton","California","ISFP",15,39,18,"2nd runner-up",NA,"Ometepe"
"US","US22","Survivor: Redemption Island",22,"Ashley Underwood","US0335","Ashley",25,"Benton","Maine","ESTP",14,38,17,"17th voted out","9th jury member","Ometepe"
"US","US22","Survivor: Redemption Island",22,"Andrea Boehlke","US0333","Andrea",21,"Random Lake","Wisconsin","ENFP",14,37,16,"16th voted out","8th jury member","Ometepe"
"US","US22","Survivor: Redemption Island",22,"Grant Mattos","US0334","Grant",29,"West Hollywood","California","ISFP",13,35,15,"15th voted out","5th jury member","Ometepe"
"US","US22","Survivor: Redemption Island",22,"Andrea Boehlke","US0333","Andrea",21,"Random Lake","Wisconsin","ENFP",12,32,14,"14th voted out",NA,"Ometepe"
"US","US22","Survivor: Redemption Island",22,"Steve Wright","US0332","Steve",51,"Huntington Beach","California","ISFJ",11,30,13,"13th voted out","3rd jury member","Zapatera"
"US","US22","Survivor: Redemption Island",22,"Ralph Kiser","US0331","Ralph",45,"Lebanon","Virginia","ESTP",11,30,12,"12th voted out","4th jury member","Zapatera"
"US","US22","Survivor: Redemption Island",22,"Julie Wolfe","US0330","Julie",50,"Oceanside","California","ISTJ",10,27,11,"11th voted out","2nd jury member","Zapatera"
"US","US22","Survivor: Redemption Island",22,"David Murphy","US0329","David",31,"West Hollywood","California","INTJ",9,24,10,"10th voted out","1st jury member","Zapatera"
"US","US22","Survivor: Redemption Island",22,"Mike Chiesl","US0328","Mike",31,"Del Mar","California","ISFJ",9,22,9,"9th voted out","7th jury member","Zapatera"
"US","US22","Survivor: Redemption Island",22,"Matt Elrod","US0323","Matt",22,"Nashville","Tennessee","INFP",8,21,8,"8th voted out","6th jury member","Ometepe"
"US","US22","Survivor: Redemption Island",22,"Sarita White","US0327","Sarita",36,"Santa Monica","California","INTP",7,18,7,"7th voted out",NA,"Zapatera"
"US","US22","Survivor: Redemption Island",22,"Stephanie Valencia","US0326","Stephanie",26,"Long Beach","California","ESFP",6,16,6,"6th voted out",NA,"Zapatera"
"US","US22","Survivor: Redemption Island",22,"Krista Klumpp","US0325","Krista",25,"Columbia","South Carolina","ISFP",5,13,5,"5th voted out",NA,"Zapatera"
"US","US22","Survivor: Redemption Island",22,"Kristina Kell","US0324","Kristina",46,"Malibu","California","INTP",4,11,4,"4th voted out",NA,"Ometepe"
"US","US22","Survivor: Redemption Island",22,"Russell Hantz","US0300","Russell",37,"Dayton","Texas","ESTJ",3,8,3,"3rd voted out",NA,"Zapatera"
"US","US22","Survivor: Redemption Island",22,"Matt Elrod","US0323","Matt",22,"Nashville","Tennessee","INFP",2,5,2,"2nd voted out",NA,"Ometepe"
"US","US22","Survivor: Redemption Island",22,"Francesca Hogi","US0322","Francesca",36,"Washington","D.C.","INFJ",1,3,1,"1st voted out",NA,"Ometepe"
"US","US23","Survivor: South Pacific",23,"Sophie Clarke","US0353","Sophie",22,"Willsboro","New York","INTJ",16,39,20,"Sole Survivor",NA,"Upolu"
"US","US23","Survivor: South Pacific",23,"Benjamin Wade","US0277","Coach",39,"Susanville","California","ENFJ",16,39,19,"Runner-up",NA,"Upolu"
"US","US23","Survivor: South Pacific",23,"Albert Destrade","US0352","Albert",26,"Plantation","Florida","ENTJ",16,39,18,"2nd runner-up",NA,"Upolu"
"US","US23","Survivor: South Pacific",23,"Oscar Lusth","US0201","Ozzy",29,"Venice","California","ISFP",15,38,17,"17th voted out","9th jury member","Savaii"
"US","US23","Survivor: South Pacific",23,"Rick Nelson","US0351","Rick",51,"Aurora","Utah","ISFJ",15,37,16,"16th voted out","8th jury member","Upolu"
"US","US23","Survivor: South Pacific",23,"Brandon Hantz","US0350","Brandon",19,"Katy","Texas","ESFP",14,35,15,"15th voted out","7th jury member","Upolu"
"US","US23","Survivor: South Pacific",23,"Edna Ma","US0349","Edna",35,"Los Angeles","California","ISTJ",13,32,14,"14th voted out","6th jury member","Upolu"
"US","US23","Survivor: South Pacific",23,"John Cochran","US0348","Cochran",24,"Washington","D.C.","INTP",12,30,13,"13th voted out","5th jury member","Savaii"
"US","US23","Survivor: South Pacific",23,"Whitney Duncan","US0347","Whitney",27,"Nashville","Tennessee","ESFP",10,27,12,"12th voted out","4th jury member","Savaii"
"US","US23","Survivor: South Pacific",23,"Dawn Meehan","US0346","Dawn",41,"South Jordan","Utah","ESFJ",10,27,11,"11th voted out","3rd jury member","Savaii"
"US","US23","Survivor: South Pacific",23,"Jim Rice","US0345","Jim",35,"Denver","Colorado","ENTP",9,24,10,"10th voted out","1st jury member","Savaii"
"US","US23","Survivor: South Pacific",23,"Oscar Lusth","US0201","Ozzy",29,"Venice","California","ISFP",9,22,9,"9th voted out",NA,"Savaii"
"US","US23","Survivor: South Pacific",23,"Keith Tollefson","US0344","Keith",26,"Edina","Minnesota","ISFP",8,21,8,"8th voted out","2nd jury member","Savaii"
"US","US23","Survivor: South Pacific",23,"Oscar Lusth","US0201","Ozzy",29,"Venice","California","ISFP",7,18,7,"7th voted out",NA,"Savaii"
"US","US23","Survivor: South Pacific",23,"Mikayla Wingle","US0343","Mikayla",22,"Tampa","Florida","ISFP",6,16,6,"6th voted out",NA,"Upolu"
"US","US23","Survivor: South Pacific",23,"Elyse Umemoto","US0342","Elyse",27,"Las Vegas","Nevada","ENFP",5,14,5,"5th voted out",NA,"Savaii"
"US","US23","Survivor: South Pacific",23,"Stacey Powell","US0341","Stacey",44,"Grand Prairie","Texas","ISTJ",4,11,4,"4th voted out",NA,"Upolu"
"US","US23","Survivor: South Pacific",23,"Mark Caruso","US0340","Papa Bear",48,"Forest Hills","New York","ESFJ",3,8,3,"3rd voted out",NA,"Savaii"
"US","US23","Survivor: South Pacific",23,"Christine Shields Markoski","US0339","Christine",39,"Merrick","New York","ESTP",2,5,2,"2nd voted out",NA,"Upolu"
"US","US23","Survivor: South Pacific",23,"Semhar Tadesse","US0338","Semhar",24,"Los Angeles","California","ENFP",1,3,1,"1st voted out",NA,"Savaii"
"US","US24","Survivor: One World",24,"Kim Spradlin","US0371","Kim",29,"San Antonio","Texas","INFJ",15,39,18,"Sole Survivor",NA,"Salani"
"US","US24","Survivor: One World",24,"Sabrina Thompson","US0370","Sabrina",33,"Brooklyn","New York","ENFJ",15,39,17,"Runner-up",NA,"Salani"
"US","US24","Survivor: One World",24,"Chelsea Meissner","US0369","Chelsea",26,"Charleston","South Carolina","ISFP",15,39,16,"2nd runner-up",NA,"Salani"
"US","US24","Survivor: One World",24,"Christina Cha","US0368","Christina",29,"Hollywood","California","INFP",14,38,15,"13th voted out","9th jury member","Salani"
"US","US24","Survivor: One World",24,"Alicia Rosa","US0367","Alicia",25,"Chicago","Illinois","ESTJ",14,37,14,"12th voted out","8th jury member","Salani"
"US","US24","Survivor: One World",24,"Greg Smith","US0366","Tarzan",64,"Houston","Texas","INTP",13,36,13,"11th voted out","7th jury member","Manono"
"US","US24","Survivor: One World",24,"Kat Edorsson","US0365","Kat",22,"Orlando","Florida","ENFP",12,33,12,"10th voted out","6th jury member","Salani"
"US","US24","Survivor: One World",24,"Troy Robertson","US0364","Troyzan",50,"Miami","Florida","ESFP",11,30,11,"9th voted out","5th jury member","Manono"
"US","US24","Survivor: One World",24,"Leif Manson","US0363","Leif",27,"San Diego","California","ISFP",10,27,10,"8th voted out","4th jury member","Manono"
"US","US24","Survivor: One World",24,"Jay Byars","US0362","Jay",25,"Gaffney","South Carolina","ISFP",9,25,9,"7th voted out","3rd jury member","Manono"
"US","US24","Survivor: One World",24,"Michael Jefferson","US0361","Michael",30,"Seattle","Washington","ISTJ",8,22,8,"6th voted out","2nd jury member","Manono"
"US","US24","Survivor: One World",24,"Jonas Otsuji","US0360","Jonas",37,"Lehi","Utah","ENTP",7,20,7,"5th voted out","1st jury member","Manono"
"US","US24","Survivor: One World",24,"Colton Cumbie","US0359","Colton",21,"Monroeville","Alabama","ESFP",6,16,6,"Medically evacuated",NA,"Manono"
"US","US24","Survivor: One World",24,"Monica Culpepper","US0358","Monica",41,"Tampa","Florida","ESFJ",5,14,5,"4th voted out",NA,"Salani"
"US","US24","Survivor: One World",24,"Bill Posley","US0357","Bill",28,"Venice","California","ENFP",4,11,4,"3rd voted out",NA,"Manono"
"US","US24","Survivor: One World",24,"Matt Quinlan","US0356","Matt",33,"San Francisco","California","ENTJ",3,8,3,"2nd voted out",NA,"Manono"
"US","US24","Survivor: One World",24,"Nina Acosta","US0355","Nina",51,"Clovis","California","ISTJ",2,5,2,"1st voted out",NA,"Salani"
"US","US24","Survivor: One World",24,"Kourtney Moon","US0354","Kourtney",29,"Austin","Texas","ISFP",1,3,1,"Medically evacuated",NA,"Salani"
"US","US25","Survivor: Philippines",25,"Denise Stapley","US0386","Denise",41,"Cedar Rapids","Iowa","INFJ",15,39,18,"Sole Survivor",NA,"Matsing"
"US","US25","Survivor: Philippines",25,"Michael Skupin","US0022","Michael",50,"White Lake","Michigan","ESFJ",15,39,17,"Co-runner-up",NA,"Tandang"
"US","US25","Survivor: Philippines",25,"Lisa Whelchel","US0385","Lisa",49,"Dallas","Texas","INFP",15,39,16,"Co-runner-up",NA,"Tandang"
"US","US25","Survivor: Philippines",25,"Malcolm Freberg","US0384","Malcolm",25,"Hermosa Beach","California","ENTP",14,38,15,"14th voted out","8th jury member","Matsing"
"US","US25","Survivor: Philippines",25,"Abi-Maria Gomes","US0383","Abi-Maria",32,"Los Angeles","California","ESFP",13,36,14,"13th voted out","7th jury member","Tandang"
"US","US25","Survivor: Philippines",25,"Carter Williams","US0382","Carter",23,"Shawnee","Kansas","ISFP",12,33,13,"12th voted out","6th jury member","Kalabaw"
"US","US25","Survivor: Philippines",25,"Jonathan Penner","US0196","Jonathan",50,"Los Angeles","California","ENTP",11,30,12,"11th voted out","5th jury member","Kalabaw"
"US","US25","Survivor: Philippines",25,"Peter Yurkowski","US0381","Pete",24,"Holmdel","New Jersey","INTP",10,27,11,"10th voted out","4th jury member","Tandang"
"US","US25","Survivor: Philippines",25,"Artis Silvester","US0380","Artis",53,"Terrytown","Louisiana","ISTJ",9,25,10,"9th voted out","3rd jury member","Tandang"
"US","US25","Survivor: Philippines",25,"Jeff Kent","US0379","Jeff",44,"Austin","Texas","ISTP",8,22,9,"8th voted out","2nd jury member","Kalabaw"
"US","US25","Survivor: Philippines",25,"Roberta Saint-Amour","US0378","RC",27,"New York City","New York","ENTJ",7,19,8,"7th voted out","1st jury member","Tandang"
"US","US25","Survivor: Philippines",25,"Katie Hanson","US0377","Katie",22,"Newark","Delaware","ENTP",6,16,7,"6th voted out",NA,"Kalabaw"
"US","US25","Survivor: Philippines",25,"Sarah Dawson","US0376","Dawson",28,"Silver Spring","Maryland","ENFP",5,13,6,"5th voted out",NA,"Kalabaw"
"US","US25","Survivor: Philippines",25,"Dana Lambert","US0375","Dana",32,"Winston-Salem","North Carolina","ISTP",5,12,5,"Quit",NA,"Kalabaw"
"US","US25","Survivor: Philippines",25,"Russell Swan","US0288","Russell",45,"Glenside","Pennsylvania","ESFJ",4,10,4,"4th voted out",NA,"Matsing"
"US","US25","Survivor: Philippines",25,"Angie Layton","US0374","Angie",20,"Provo","Utah","INFP",3,8,3,"3rd voted out",NA,"Matsing"
"US","US25","Survivor: Philippines",25,"Roxanne Morris","US0373","Roxy",28,"Brooklyn","New York","ESFP",2,6,2,"2nd voted out",NA,"Matsing"
"US","US25","Survivor: Philippines",25,"Zane Knight","US0372","Zane",28,"Danville","Virginia","ENTP",1,3,1,"1st voted out",NA,"Matsing"
"US","US26","Survivor: Caramoan",26,"John Cochran","US0348","Cochran",25,"Washington","D.C.","INTP",15,39,20,"Sole Survivor",NA,"Bikal"
"US","US26","Survivor: Caramoan",26,"Dawn Meehan","US0346","Dawn",42,"South Jordan","Utah","ESFJ",15,39,19,"Co-runner-up",NA,"Bikal"
"US","US26","Survivor: Caramoan",26,"Sherri Biethman","US0396","Sherri",41,"Boise","Idaho","ESFJ",15,39,18,"Co-runner-up",NA,"Gota"
"US","US26","Survivor: Caramoan",26,"Edward Fox","US0395","Eddie",23,"East Brunswick","New Jersey","ESFP",14,38,17,"15th voted out","8th jury member","Gota"
"US","US26","Survivor: Caramoan",26,"Erik Reichenbach","US0246","Erik",27,"Santa Clarita","California","INTP",13,36,16,"Medically evacuated","7th jury member","Bikal"
"US","US26","Survivor: Caramoan",26,"Brenda Lowe","US0312","Brenda",29,"Miami","Florida","INTJ",13,36,15,"14th voted out","6th jury member","Bikal"
"US","US26","Survivor: Caramoan",26,"Andrea Boehlke","US0333","Andrea",23,"New York City","New York","ENFP",12,33,14,"13th voted out","5th jury member","Bikal"
"US","US26","Survivor: Caramoan",26,"Reynold Toepfer","US0394","Reynold",30,"San Francisco","California","ESTP",12,31,13,"12th voted out","4th jury member","Gota"
"US","US26","Survivor: Caramoan",26,"Malcolm Freberg","US0384","Malcolm",25,"Hermosa Beach","California","ENTP",11,30,12,"11th voted out","3rd jury member","Bikal"
"US","US26","Survivor: Caramoan",26,"Phillip Sheppard","US0337","Phillip",54,"Santa Monica","California","ESTJ",10,28,11,"10th voted out","2nd jury member","Bikal"
"US","US26","Survivor: Caramoan",26,"Michael Snow","US0393","Michael",44,"New York City","New York","INFJ",9,25,10,"9th voted out","1st jury member","Gota"
"US","US26","Survivor: Caramoan",26,"Corinne Kaplan","US0259","Corinne",33,"Los Angeles","California","ENTJ",8,22,9,"8th voted out",NA,"Bikal"
"US","US26","Survivor: Caramoan",26,"Julia Landauer","US0392","Julia",21,"Stanford","California","ISTJ",7,19,8,"7th voted out",NA,"Gota"
"US","US26","Survivor: Caramoan",26,"Matt Bischoff","US0391","Matt",38,"Cincinnati","Ohio","INFP",6,16,7,"6th voted out",NA,"Gota"
"US","US26","Survivor: Caramoan",26,"Brandon Hantz","US0350","Brandon",20,"Katy","Texas","ESFP",5,13,6,"5th voted out",NA,"Bikal"
"US","US26","Survivor: Caramoan",26,"Laura Alexander","US0390","Laura",23,"Washington","D.C.","ENTP",4,10,5,"4th voted out",NA,"Gota"
"US","US26","Survivor: Caramoan",26,"Shamar Thomas","US0389","Shamar",27,"Brooklyn","New York","INFP",4,10,4,"Medically evacuated",NA,"Gota"
"US","US26","Survivor: Caramoan",26,"Hope Driskill","US0388","Hope",23,"Jefferson City","Missouri","ISFP",3,7,3,"3rd voted out",NA,"Gota"
"US","US26","Survivor: Caramoan",26,"Alexandra Pohevitz","US0387","Allie",25,"Oceanside","New York","ESTP",2,5,2,"2nd voted out",NA,"Gota"
"US","US26","Survivor: Caramoan",26,"Francesca Hogi","US0322","Francesca",38,"Brooklyn","New York","INFJ",1,3,1,"1st voted out",NA,"Bikal"
"US","US27","Survivor: Blood vs. Water",27,"Tyson Apostol","US0274","Tyson",34,"Provo","Utah","ESTP",15,39,23,"Sole Survivor",NA,"Galang"
"US","US27","Survivor: Blood vs. Water",27,"Monica Culpepper","US0358","Monica",42,"Tampa","Florida","ESFJ",15,39,22,"Runner-up",NA,"Galang"
"US","US27","Survivor: Blood vs. Water",27,"Gervase Peterson","US0010","Gervase",43,"Philadelphia","Pennsylvania","ESTP",15,39,21,"2nd runner-up",NA,"Galang"
"US","US27","Survivor: Blood vs. Water",27,"Tina Wesson","US0032","Tina",52,"Robbinsville","North Carolina","ESFJ",14,38,20,"17th voted out","8th jury member","Galang"
"US","US27","Survivor: Blood vs. Water",27,"Ciera Eastin","US0406","Ciera",24,"Salem","Oregon","INFP",14,37,19,"16th voted out","7th jury member","Tadhana"
"US","US27","Survivor: Blood vs. Water",27,"Hayden Moss","US0405","Hayden",27,"Springtown","Texas","ESFP",13,35,18,"15th voted out","5th jury member","Tadhana"
"US","US27","Survivor: Blood vs. Water",27,"Katie Collins","US0404","Katie",25,"New York City","New York","INTP",12,32,17,"Eliminated","4th jury member","Tadhana"
"US","US27","Survivor: Blood vs. Water",27,"Caleb Bankston","US0403","Caleb",26,"Collinsville","Alabama","ISTP",11,29,16,"14th voted out","3rd jury member","Tadhana"
"US","US27","Survivor: Blood vs. Water",27,"Laura Morett","US0292","Laura M.",43,"Salem","Oregon","ENFJ",10,26,15,"13th voted out","6th jury member","Galang"
"US","US27","Survivor: Blood vs. Water",27,"Tina Wesson","US0032","Tina",52,"Robbinsville","North Carolina","ESFJ",9,24,14,"12th voted out",NA,"Galang"
"US","US27","Survivor: Blood vs. Water",27,"Vytas Baskauskas","US0402","Vytas",33,"Santa Monica","California","INFJ",9,22,13,"11th voted out","2nd jury member","Tadhana"
"US","US27","Survivor: Blood vs. Water",27,"Aras Baskauskas","US0182","Aras",31,"Santa Monica","California","INFP",8,21,12,"10th voted out","1st jury member","Galang"
"US","US27","Survivor: Blood vs. Water",27,"Laura Boneham","US0397","Laura B.",44,"Indianapolis","Indiana",NA,7,18,11,"9th voted out",NA,"Tadhana"
"US","US27","Survivor: Blood vs. Water",27,"Kat Edorsson","US0365","Kat",23,"Orlando","Florida","ENFP",6,16,10,"8th voted out",NA,"Galang"
"US","US27","Survivor: Blood vs. Water",27,"Laura Morett","US0292","Laura M.",43,"Salem","Oregon","ENFJ",5,13,9,"7th voted out",NA,"Galang"
"US","US27","Survivor: Blood vs. Water",27,"Brad Culpepper","US0401","Brad",44,"Tampa","Florida","ESTJ",4,10,8,"6th voted out",NA,"Tadhana"
"US","US27","Survivor: Blood vs. Water",27,"John Cody","US0400","John",30,"Washington","D.C.","ISFJ",3,8,7,"5th voted out",NA,"Tadhana"
"US","US27","Survivor: Blood vs. Water",27,"Colton Cumbie","US0359","Colton",22,"Collinsville","Alabama","ESFP",3,7,6,"Quit",NA,"Galang"
"US","US27","Survivor: Blood vs. Water",27,"Rachel Foulger","US0399","Rachel",33,"Provo","Utah","ISFJ",2,6,5,"4th voted out",NA,"Tadhana"
"US","US27","Survivor: Blood vs. Water",27,"Marissa Peterson","US0398","Marissa",21,"Chapel Hill","North Carolina","ESTJ",1,3,4,"3rd voted out",NA,"Tadhana"
"US","US27","Survivor: Blood vs. Water",27,"Rupert Boneham","US0107","Rupert",49,"Indianapolis","Indiana","ESFJ",1,1,3,"Switched",NA,"Galang"
"US","US27","Survivor: Blood vs. Water",27,"Candice Cody","US0195","Candice",30,"Washington","D.C.","ISTJ",1,1,2,"2nd voted out",NA,"Galang"
"US","US27","Survivor: Blood vs. Water",27,"Laura Boneham","US0397","Laura B.",44,"Indianapolis","Indiana",NA,1,1,1,"1st voted out",NA,"Tadhana"
"US","US28","Survivor: Cagayan",28,"Tony Vlachos","US0424","Tony",39,"Jersey City","New Jersey","ESTP",14,39,18,"Sole Survivor",NA,"Aparri"
"US","US28","Survivor: Cagayan",28,"Yung Hwang","US0423","Woo",29,"Newport Beach","California","ISFP",14,39,17,"Runner-up",NA,"Aparri"
"US","US28","Survivor: Cagayan",28,"Kassandra McQuillen","US0422","Kass",41,"Tehachapi","California","INTJ",13,38,16,"15th voted out","9th jury member","Luzon"
"US","US28","Survivor: Cagayan",28,"Spencer Bledsoe","US0421","Spencer",21,"Chicago","Illinois","INTJ",13,37,15,"14th voted out","8th jury member","Luzon"
"US","US28","Survivor: Cagayan",28,"Trish Hegarty","US0420","Trish",48,"Needham","Massachusetts","ENFJ",12,36,14,"13th voted out","7th jury member","Aparri"
"US","US28","Survivor: Cagayan",28,"Latasha Fox","US0419","Tasha",37,"St. Louis","Missouri","ENFJ",11,33,13,"12th voted out","6th jury member","Luzon"
"US","US28","Survivor: Cagayan",28,"Jefra Bland","US0418","Jefra",22,"Campbellsville","Kentucky","ISFJ",10,30,12,"11th voted out","5th jury member","Solana"
"US","US28","Survivor: Cagayan",28,"Jeremiah Wood","US0417","Jeremiah",34,"Dobson","North Carolina","ISFP",9,28,11,"10th voted out","4th jury member","Solana"
"US","US28","Survivor: Cagayan",28,"LJ McKanas","US0416","LJ",34,"Boston","Massachusetts","ISTP",8,25,10,"9th voted out","3rd jury member","Solana"
"US","US28","Survivor: Cagayan",28,"Morgan McLeod","US0415","Morgan",21,"San Jose","California","ISFP",7,22,9,"8th voted out","2nd jury member","Solana"
"US","US28","Survivor: Cagayan",28,"Sarah Lacina","US0414","Sarah",29,"Cedar Rapids","Iowa","ENTJ",6,19,8,"7th voted out","1st jury member","Aparri"
"US","US28","Survivor: Cagayan",28,"Alexis Maxwell","US0413","Alexis",21,"Addison","Illinois","ENFP",5,16,7,"6th voted out",NA,"Solana"
"US","US28","Survivor: Cagayan",28,"Lindsey Ogle","US0412","Lindsey",29,"Kokomo","Indiana","ESFP",4,14,6,"Quit",NA,"Aparri"
"US","US28","Survivor: Cagayan",28,"Cliff Robinson","US0411","Cliff",46,"Buffalo","New York","ISTP",4,14,5,"5th voted out",NA,"Aparri"
"US","US28","Survivor: Cagayan",28,"J'Tia Taylor","US0410","J'Tia",31,"Chicago","Illinois","ENTJ",3,11,4,"4th voted out",NA,"Luzon"
"US","US28","Survivor: Cagayan",28,"Brice Johnston","US0409","Brice",27,"Philadelphia","Pennsylvania","ENFP",2,8,3,"3rd voted out",NA,"Solana"
"US","US28","Survivor: Cagayan",28,"Garrett Adelstein","US0408","Garrett",27,"Santa Monica","California","INTP",1,6,2,"2nd voted out",NA,"Luzon"
"US","US28","Survivor: Cagayan",28,"David Samson","US0407","David",45,"Plantation","Florida","ENTJ",1,3,1,"1st voted out",NA,"Luzon"
"US","US29","Survivor: San Juan del Sur",29,"Natalie Anderson","US0442","Natalie",28,"Edgewater","New Jersey","ESTP",15,39,18,"Sole Survivor",NA,"Hunahpu"
"US","US29","Survivor: San Juan del Sur",29,"Jaclyn Schultz","US0441","Jaclyn",25,"Las Vegas","Nevada","ESFP",15,39,17,"Runner-up",NA,"Coyopa"
"US","US29","Survivor: San Juan del Sur",29,"Missy Payne","US0440","Missy",47,"Dallas","Texas","ESFJ",15,39,16,"2nd runner-up",NA,"Hunahpu"
"US","US29","Survivor: San Juan del Sur",29,"Keith Nale","US0439","Keith",53,"Shreveport","Louisiana","ISTP",14,38,15,"14th voted out","8th jury member","Hunahpu"
"US","US29","Survivor: San Juan del Sur",29,"Baylor Wilson","US0438","Baylor",20,"Nashville","Tennessee","ESFP",14,37,14,"13th voted out","7th jury member","Coyopa"
"US","US29","Survivor: San Juan del Sur",29,"Jon Misch","US0437","Jon",26,"Waterford","Michigan","ESFP",13,35,13,"12th voted out","6th jury member","Hunahpu"
"US","US29","Survivor: San Juan del Sur",29,"Alec Christy","US0436","Alec",22,"Winter Park","Florida","ISFP",12,32,12,"11th voted out","5th jury member","Coyopa"
